Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXTj1tu0mjQsaAo1KDsXnlIj,Dual Investment Interest,USDT,2.11272200,USDT,2.11272200,$2.11,-,-,"approved / USDT Interest Earned",2026-01-28 08:03:02
NXT6gVUooWNWsTVCfzieltPyQ,Dual Investment Unlock,USDT,871.83000000,USDT,871.83000000,$870.57,-,-,"approved / Transfer from Dual Investment to Savings Wallet",2026-01-28 08:03:02
NXT228mL5v7hrugieOxADocXv,Interest,NEXO,11.91673126,NEXO,11.91673126,$11.40,-,-,"approved / 11.415904 USDT",2026-01-28 06:00:00
NXT5986adGdGfb2NJbbH7L6Qm,Interest,NEXO,9.09032870,NEXO,9.09032870,$8.70,-,-,"approved / 8.698717 USDC",2026-01-28 06:00:00
NXT7j6TmB8Jnm4YmX64Mrj3Ww,Interest,NEXO,0.11273412,NEXO,0.11273412,$0.11,-,-,"approved / 0.00000121 BTC",2026-01-28 06:00:00
NXT5WwY0YpSRDdvBGqs3NCUFf,Interest,NEXO,0.69565710,NEXO,0.69565710,$0.67,-,-,"approved / NEXO Interest Earned",2026-01-28 06:00:00
NXT5xhMWXk2sTVxT6J4NLVjsd,Interest,NEXO,12.14400222,NEXO,12.14400222,$11.40,-,-,"approved / 11.415904 USDT",2026-01-27 06:00:00
NXT7MWqGGMzkLuIBkFaxprYfB,Interest,NEXO,0.11372659,NEXO,0.11372659,$0.11,-,-,"approved / 0.00000121 BTC",2026-01-27 06:00:00
NXT5Zl2tJXRkZe2CRKoxmeDgE,Interest,NEXO,9.26092022,NEXO,9.26092022,$8.70,-,-,"approved / 8.698717 USDC",2026-01-27 06:00:00
NXT2CB0UHIDLYc6HAHwWq9cWH,Interest,NEXO,0.69385820,NEXO,0.69385820,$0.65,-,-,"approved / NEXO Interest Earned",2026-01-27 06:00:00
NXT1FAc1u5JyJpjpR1SxDv5kr,Locking Term Deposit,BTC,-0.00800000,BTC,0.00800000,$706.33,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-01-26 23:25:33
NXT2GpH31pguNgotWb6PW3KfB,Locking Term Deposit,USDC,-600.00000000,USDC,600.00000000,$599.84,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-01-26 23:22:09
NXTqvR9SxYS65YSRKHC6UTOS,Locking Term Deposit,USDT,-600.00000000,USDT,600.00000000,$599.35,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-01-26 23:21:26
NXT4wH3916F0BfqK4NZqaac7H,Dual Investment Lock,USDT,-871.83000000,USDT,871.83000000,$870.87,-,-,"approved / Transfer from Savings Wallet to Dual Investment",2026-01-26 21:35:33
NXT6M3O4yPlRFzggaUQK0gV4G,Interest,NEXO,13.29487249,NEXO,13.29487249,$11.89,-,-,"approved / 11.899793 USDT",2026-01-26 06:00:00
NXT1fR0uyhXs0dbEibDbvzJSY,Interest,NEXO,0.23334670,NEXO,0.23334670,$0.21,-,-,"approved / 0.00000241 BTC",2026-01-26 06:00:00
NXT2v48FTKRUjBQ8jNw32BCgN,Interest,NEXO,9.92971604,NEXO,9.92971604,$8.88,-,-,"approved / 8.879539 USDC",2026-01-26 06:00:00
NXT4dXQjj7Z8ZXHOcB2yeFGa6,Interest,NEXO,0.69190239,NEXO,0.69190239,$0.62,-,-,"approved / NEXO Interest Earned",2026-01-26 06:00:00
NXT1WoVX33Xg009RRTq2Gzxcg,Interest,NEXO,12.60378297,NEXO,12.60378297,$11.88,-,-,"approved / 11.899793 USDT",2026-01-25 06:00:00
NXT1B0tIsL3AMfkNQxdzaKlRO,Interest,NEXO,0.22779769,NEXO,0.22779769,$0.21,-,-,"approved / 0.00000241 BTC",2026-01-25 06:00:00
NXT5uyIr3aIxGUfbFsz0OADBE,Interest,NEXO,0.69004467,NEXO,0.69004467,$0.65,-,-,"approved / NEXO Interest Earned",2026-01-25 06:00:00
NXT2QyrCShy8NWSTMDqna8mDX,Interest,NEXO,9.41708595,NEXO,9.41708595,$8.88,-,-,"approved / 8.879539 USDC",2026-01-25 06:00:00
NXTof0sZfQ0pXARH7vOTCJZD,Interest,NEXO,10.60630746,NEXO,10.60630746,$10.01,-,-,"approved / 10.019472 USDT",2026-01-24 06:00:00
NXTDicHAbreI2EkKNLj69oP5,Interest,NEXO,0.22858825,NEXO,0.22858825,$0.22,-,-,"approved / 0.00000241 BTC",2026-01-24 06:00:00
NXTLGl4NHZ1OHGym0Udx12an,Interest,NEXO,9.40901376,NEXO,9.40901376,$8.88,-,-,"approved / 8.879539 USDC",2026-01-24 06:00:00
NXTHYdxcTSds0K9SJ0Y6AnPz,Interest,NEXO,0.61115927,NEXO,0.61115927,$0.58,-,-,"approved / NEXO Interest Earned",2026-01-24 06:00:00
NXTE8iS5uZSLIKkssNyb2CzZ,Transfer From Pro Wallet,USDT,101.10400000,USDT,101.10400000,$100.97,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-23 06:00:41
NXTcBOAw95e28VWKDCqmxHmW,Transfer From Pro Wallet,NEXO,528.72465800,NEXO,528.72465800,$494.54,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-23 06:00:35
NXT1y4a1pcnpRE5fo4OUteuvI,Interest,NEXO,10.70835016,NEXO,10.70835016,$10.01,-,-,"approved / 10.019472 USDT",2026-01-23 06:00:00
NXT25OLRSHA2y4xVuoXAhExRK,Interest,NEXO,9.49762468,NEXO,9.49762468,$8.88,-,-,"approved / 8.879539 USDC",2026-01-23 06:00:00
NXT2Hfrbkc2qIjtk3gmvQGViX,Interest,NEXO,0.23065473,NEXO,0.23065473,$0.22,-,-,"approved / 0.00000241 BTC",2026-01-23 06:00:00
NXT7mAAXrwh32wi6myGBJGhWg,Interest,NEXO,0.63374872,NEXO,0.63374872,$0.59,-,-,"approved / NEXO Interest Earned",2026-01-23 06:00:00
NXT58fFVacpj3FFo9G0qrErXF,Transfer To Pro Wallet,USDT,-500.00000000,USDT,500.00000000,$499.34,-,-,"approved / USDT Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-23 05:58:31
NXT64LRehYIxbQrhOFv90Gs0D,Transfer To Pro Wallet,NEXO,-50.00000000,NEXO,50.00000000,$46.59,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-23 05:57:07
NXT1EMhYd3RjBH00XYzAg9nam,Transfer To Pro Wallet,USDT,-50.00000000,USDT,50.00000000,$49.93,-,-,"approved / USDT Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-23 05:56:55
NXT4PBK8ZsMkoidFxECaMKK48,Transfer From Pro Wallet,USDT,6168.20753800,USDT,6168.20753800,$6160.64,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-23 05:15:45
NXT5lARAQ0QvCKAjvuThCwGSI,Transfer From Pro Wallet,NEXO,474.48009554,NEXO,474.48009554,$448.54,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-23 05:15:26
NXT7BLGD6dgjtHRw4z8Bt3hVQ,Transfer To Pro Wallet,NEXO,-300.00000000,NEXO,300.00000000,$283.79,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-23 05:10:38
NXT33GtzHXMLJu8p3g2WhW5iI,Transfer To Pro Wallet,SOL,-49.19979500,SOL,49.19979500,$6337.73,-,-,"approved / SOL Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-23 05:10:18
NXT71DnY5dUhnWupNUJP00opd,Top up Crypto,SOL,49.19979500,SOL,49.19979500,$6336.13,-,-,"approved / 3WEf1qU7EEDqJ1WbdEtZdz57rJ64mKgJRZLfYTMJdxVXZQUkiSwxgvQ2oiHGhi3EiWBpikQJ5xk1Q6WfmGUXxmpM",2026-01-23 05:08:27
NXT1eY2YwhQIFBWlCQ8ws7mGg,Interest,NEXO,10.41669701,NEXO,10.41669701,$9.68,-,-,"approved / 9.688463 USDT",2026-01-22 06:00:00
NXT7gGyx9xJIb9xIFybf0Rh19,Interest,NEXO,9.55365527,NEXO,9.55365527,$8.88,-,-,"approved / 8.879539 USDC",2026-01-22 06:00:00
NXT3JUk7MQUSpRyyXImLQX2gP,Interest,NEXO,0.23180423,NEXO,0.23180423,$0.22,-,-,"approved / 0.00000241 BTC",2026-01-22 06:00:00
NXT1ggfBVj35hmC2MLeEBvSbt,Interest,NEXO,0.63206144,NEXO,0.63206144,$0.59,-,-,"approved / NEXO Interest Earned",2026-01-22 06:00:00
NXT5szUrAz2IwZiu211v4VJNr,Top up Crypto,USDT,996.81960000,USDT,996.81960000,$995.80,-,-,"approved / 0x716de9ecf587b3135087b14571c84016ceca9922ca4c73b784afdfd6ec439217",2026-01-22 02:53:36
NXT1401cl8krP3vezUTaDoOuo,Top up Crypto,USDT,10.00000000,USDT,10.00000000,$9.99,-,-,"approved / 0x1b8c8eb08afbd04d92b664348b479992b46a0a9d33688b6ba27e647c8c792454",2026-01-22 02:50:35
NXT4rlbVzEwl19zH59CxOg2Zk,Dual Investment Interest,BTC,0.00002400,BTC,0.00002400,$2.14,-,-,"approved / BTC Interest Earned",2026-01-21 08:03:03
NXT2LsAaqJ65BT0JPxaTbZhwp,Dual Investment Exchange,USDT,921.60000000,BTC,0.01000000,$920.41,-,-,"approved / Exchange USDT to BTC",2026-01-21 08:03:03
NXT3WtkgGfbpIpvbbNqyMiWwM,Dual Investment Unlock,USDT,921.60000000,USDT,921.60000000,$920.41,-,-,"approved / Transfer from Dual Investment to Savings Wallet",2026-01-21 08:03:03
NXT77zWXRqYxUNw3UTKg7JOrr,Interest,NEXO,9.83703364,NEXO,9.83703364,$8.88,-,-,"approved / 8.879539 USDC",2026-01-21 06:00:00
NXT58tEXXaND0JpZIPSMnJSci,Interest,NEXO,0.63033826,NEXO,0.63033826,$0.57,-,-,"approved / NEXO Interest Earned",2026-01-21 06:00:00
NXT2kZIXi1PlIRRgV6lu1qj1O,Interest,NEXO,10.72192004,NEXO,10.72192004,$9.68,-,-,"approved / 9.688463 USDT",2026-01-21 06:00:00
NXTX7KTELPN7oI4Eukss5hxq,Interest,NEXO,0.08808270,NEXO,0.08808270,$0.08,-,-,"approved / 0.00000090 BTC",2026-01-21 06:00:00
NXT7UE9AG8OfTbuBvKHYbaxpL,Interest,NEXO,4.28167907,NEXO,4.28167907,$4.09,-,-,"approved / 4.089405 USDT",2026-01-20 06:00:00
NXT6cL1o2jZPWDnFgzTud0zGo,Interest,NEXO,0.08729100,NEXO,0.08729100,$0.08,-,-,"approved / 0.00000090 BTC",2026-01-20 06:00:00
NXT6P41vuMHhYswBIz8dMR3N7,Interest,NEXO,4.88192145,NEXO,4.88192145,$4.66,-,-,"approved / 4.660362 USDC",2026-01-20 06:00:00
NXT5xRF7xZsGNsDwxyyfM1Vek,Interest,NEXO,0.39009756,NEXO,0.39009756,$0.37,-,-,"approved / NEXO Interest Earned",2026-01-20 06:00:00
NXT6Ira7cjmF7ASZHvDS7xmID,Dual Investment Lock,USDT,-921.60000000,USDT,921.60000000,$920.92,-,-,"approved / Transfer from Savings Wallet to Dual Investment",2026-01-20 01:46:39
NXT2zWtSujvSQ9kKvToZoZCqp,Transfer From Pro Wallet,USDT,17925.20634800,USDT,17925.20634800,$17912.53,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-20 00:47:13
NXT3woc5mlmRIkGjudieXMiIY,Transfer From Pro Wallet,USDC,14000.00000000,USDC,14000.00000000,$13997.00,-,-,"approved / USDC Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-20 00:47:04
NXT5lNpoWuT5MY1P11O1E5jW1,Transfer From Pro Wallet,NEXO,3456.79899858,NEXO,3456.79899858,$3312.79,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-20 00:46:17
NXT3b0ihrApMeaQIfqud9mBbV,Transfer To Pro Wallet,NEXO,-500.00000000,NEXO,500.00000000,$478.67,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-20 00:37:31
NXT5m42u4e3HL6OL0eH9hdp5s,Transfer To Pro Wallet,SOL,-260.19979500,SOL,260.19979500,$34794.37,-,-,"approved / SOL Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-20 00:36:12
NXT5geX4PHG44sQWsVnQ7N0fq,Top up Crypto,SOL,260.19979500,SOL,260.19979500,$34744.64,-,-,"approved / ADVNVThGm35QYhdwVqkpTdSzUA2nCkrj9nsyNgwjSSouvrP4gwj945yZprF8pZDxhvHvT1Rasu5CyKAQ4zjmn6y",2026-01-20 00:35:28
NXT5n3w1FdqmAuR8ymnk6u4bP,Transfer In,USDT,21.69256100,USDT,21.69256100,$21.68,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2026-01-19 22:49:17
NXT48GpTTAgwQdKOBygVQh45A,Manual Repayment,xUSD,5.14000000,xUSD,0.00000000,$5.14,-,-,"approved / Crypto Repayment",2026-01-19 22:47:53
NXT5uL19Bg3YBS0Cnf3bkSJlt,Exchange Liquidation,USDT,5.16904200,xUSD,5.14000000,$5.14,-,-,"approved / Crypto repayment / Exchange USDT to xUSD",2026-01-19 22:47:53
NXT1iR9oEskfbOExQ3i3wP9iN,Manual Sell Order,USDT,-5.16904200,USDT,0.00000000,$5.14,-,-,"approved / Crypto Repayment",2026-01-19 22:47:53
NXT4i5YjrHqTovodkNV3gt8Wc,Interest,NEXO,0.43882819,NEXO,0.43882819,$0.42,-,-,"approved / 0.422862 USDT",2026-01-19 06:00:00
NXT2zILAqaPJ7q0Kd3p3UG1xy,Interest,NEXO,0.25632448,NEXO,0.25632448,$0.25,-,-,"approved / 0.246948 USDC",2026-01-19 06:00:00
NXT1GjPQF1ILqZlEnX110qmyi,Interest,NEXO,0.05807295,NEXO,0.05807295,$0.06,-,-,"approved / NEXO Interest Earned",2026-01-19 06:00:00
NXT5FMP1HvsBCc2LjC0NtSNhm,Transfer From Pro Wallet,USDC,44.51472000,USDC,44.51472000,$44.51,-,-,"approved / USDC Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-19 04:21:26
NXT6dPsClRzwdRKGbMPpRi8YT,Transfer From Pro Wallet,NEXO,499.53609672,NEXO,499.53609672,$478.34,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-19 04:21:20
NXT7QlZhUMPArgBR9bQx1PyfF,Transfer From Pro Wallet,BTC,0.00600766,BTC,0.00600766,$556.00,-,-,"approved / BTC Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-19 04:21:13
NXT6fq8MlkmcF8DpHi0rVNogZ,Transfer To Pro Wallet,NEXO,-500.00000000,NEXO,500.00000000,$478.78,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-19 04:20:24
NXT2PoRxQ7ZUDfLaTL4PAKSmw,Transfer To Pro Wallet,USDC,-600.00000000,USDC,600.00000000,$599.86,-,-,"approved / USDC Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-19 04:19:42
NXT1w7vlxhvghRq3brinem97o,Locking Term Deposit,USDC,-600.00000000,USDC,600.00000000,$599.87,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-01-19 03:16:01
NXT4qP5BXDKhmyvbgFnwmDhFk,Locking Term Deposit,USDT,-600.00000000,USDT,600.00000000,$599.69,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-01-19 03:15:32
NXT2VwkS3xYT9RaSzz19c3eMi,Transfer From Pro Wallet,USDT,3.50709000,USDT,3.50709000,$3.51,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-19 03:13:19
NXT4ZMs6GOV2KjNSLttyzsEpv,Transfer From Pro Wallet,NEXO,3947.77944000,NEXO,3947.77944000,$3778.73,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-19 03:13:08
NXT4nsIB9RTaPiMYBQMvD9doF,Transfer To Pro Wallet,NEXO,-300.00000000,NEXO,300.00000000,$286.54,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-19 03:12:40
NXT1PBVpmdUqNwKvFTQ8I4VfJ,Transfer To Pro Wallet,USDT,-3500.00000000,USDT,3500.00000000,$3498.17,-,-,"approved / USDT Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-19 03:12:24
NXT3NYtJcqaZKn3qZ8EfTsgNd,Transfer From Pro Wallet,USDT,15254.06504400,USDT,15254.06504449,$15246.07,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-19 03:10:18
NXT1R3iczk3o5u9xwPN5vGIzF,Transfer From Pro Wallet,USDC,15800.00000000,USDC,15800.00000000,$15796.46,-,-,"approved / USDC Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-19 03:10:13
NXT3pk20LyI02OfOp6nFu2bli,Transfer From Pro Wallet,NEXO,601.69896966,NEXO,601.69896966,$574.96,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-19 03:10:05
NXTCJkgqAi5IjRGlbo1z2T14,Transfer To Pro Wallet,NEXO,-150.00000000,NEXO,150.00000000,$143.35,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-19 03:02:02
NXTVY8dchw5J7lJQFAjIjAB2,Transfer To Pro Wallet,SOL,-236.00002153,SOL,236.00002153,$31565.29,-,-,"approved / SOL Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-19 02:57:53
NXT6jHcTIs9TYAekAQ2IdrnZH,Top up Crypto,SOL,236.00002153,SOL,236.00002153,$34149.11,-,-,"approved / 5r9V6KSrAhZnFfdffsptuyFNAKy9RVTQnCe57iWLEGY6gmwdipon5gkVK8VCbWSgciwTucgMEW8YbooyLu8315eL",2026-01-19 02:56:29
NXTrDoxsh8wFxmEjO1IQjh0X,Interest,xUSD,-0.01000000,xUSD,0.01000000,$0.01,-,-,"approved / Interest",2026-01-19 00:00:00
NXT7cinMUGozwHZqRfoKMBGdf,Interest,NEXO,0.24882610,NEXO,0.24882610,$0.25,-,-,"approved / 0.246948 USDC",2026-01-18 06:00:00
NXT3ofq0wANSc01y52zbbePos,Interest,NEXO,0.05801360,NEXO,0.05801360,$0.06,-,-,"approved / NEXO Interest Earned",2026-01-18 06:00:00
NXT14wNMQChHd4UNHeSrv4hFy,Interest,NEXO,0.42597144,NEXO,0.42597144,$0.42,-,-,"approved / 0.422862 USDT",2026-01-18 06:00:00
NXTTRsqJbXJC61AiJtqIr2Pj,Interest,xUSD,-0.01000000,xUSD,0.01000000,$0.01,-,-,"approved / Interest",2026-01-18 00:00:00
NXT4PNVdDy1oDbYHMpcgWsmrO,Interest,NEXO,0.24757690,NEXO,0.24757690,$0.25,-,-,"approved / 0.246948 USDC",2026-01-17 06:00:00
NXT4MGv4olAyuIcAUZIKAob5p,Interest,NEXO,0.05795454,NEXO,0.05795454,$0.06,-,-,"approved / NEXO Interest Earned",2026-01-17 06:00:00
NXT20gYOu5KqPsg0QWNPQtA41,Interest,NEXO,0.42380996,NEXO,0.42380996,$0.42,-,-,"approved / 0.422862 USDT",2026-01-17 06:00:00
NXT5PfUlPUrHYI7KPkkpkyLmG,Interest,xUSD,-0.01000000,xUSD,0.01000000,$0.01,-,-,"approved / Interest",2026-01-17 00:00:00
NXT6f5qXZvrE11BZkjylLV34l,Interest,NEXO,0.05789439,NEXO,0.05789439,$0.06,-,-,"approved / NEXO Interest Earned",2026-01-16 06:00:00
NXT29sNzsbq6TL8XfJRcJzwXa,Interest,NEXO,0.25250714,NEXO,0.25250714,$0.25,-,-,"approved / 0.246948 USDC",2026-01-16 06:00:00
NXT1tDtfPEpCUSy4sMInYXTxA,Interest,NEXO,0.43233795,NEXO,0.43233795,$0.42,-,-,"approved / 0.422862 USDT",2026-01-16 06:00:00
NXT2Qc34kRVp3avGTsVeHXH9D,Interest,xUSD,-0.01000000,xUSD,0.01000000,$0.01,-,-,"approved / Interest",2026-01-16 00:00:00
NXT5UPeoKCBj9iQZMVN8m3tPT,Transfer Out,USDT,-1.36061600,USDT,1.36061600,$1.36,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2026-01-15 22:30:15
NXT4UJs66W9H72LUKpQjaO1KD,Cashback,NEXO,0.10186670,NEXO,0.10186670,$0.10,-,-,"approved / VAST.AI* T8P3241 | LOS ANGELES | USA",2026-01-15 11:18:04
NXTXJDGV1MMrKpR3fhkhuUUB,Exchange Credit,EURX,-4.30000000,EUR,4.30000000,$5.00,-,-,"approved / Nexo Card Loan Withdrawal",2026-01-15 10:27:30
NXT7bdQ48IYWQPp20yufpQOYC,Interest,NEXO,0.25165315,NEXO,0.25165315,$0.25,-,-,"approved / 0.246948 USDC",2026-01-15 06:00:00
NXT65HBkUgQG0MD9nNjeIpOWx,Interest,NEXO,0.43996215,NEXO,0.43996215,$0.43,-,-,"approved / 0.431693 USDT",2026-01-15 06:00:00
NXTsJYRqnSkRGTRkkJqf56Ke,Interest,NEXO,0.05782544,NEXO,0.05782544,$0.06,-,-,"approved / NEXO Interest Earned",2026-01-15 06:00:00
NXT7jIGNvQptA1sONTQJimotR,Nexo Card Transaction Fee,xUSD,-0.10000000,xUSD,0.10000000,$0.10,-,-,"approved / 2.0% Weekday FX Fee",2026-01-15 00:46:07
NXT3etVqq1QJbzLdyldAbeuhW,Exchange Credit,xUSD,-5.00000000,EURX,4.30000000,$5.00,-,-,"approved / Nexo Card Loan Withdrawal",2026-01-15 00:46:07
NXT2gOX4yfFobwOrWsTBktxL6,Credit Card Withdrawal Credit,xUSD,-5.00000000,xUSD,5.00000000,$5.00,-,-,"approved / Nexo Card Loan Withdrawal",2026-01-15 00:46:07
NXT7czfWDQjBNMCabExOmF5S2,Transfer Out,USDT,-25.50098700,USDT,25.50098700,$25.50,-,-,"approved / Auto Transfer from Savings Wallet to Credit Line Wallet",2026-01-15 00:46:07
NXT3S1rkmDg1h6pd3ITnQwFMv,Nexo Card Purchase,xUSD,-5.00000000,EUR,4.30000000,$5.00,-,-,"approved / VAST.AI* T8P3241 | LOS ANGELES | USA",2026-01-15 00:46:06
NXT6IMqzzqDjuf1V7aGIekGAr,Interest,NEXO,0.05776479,NEXO,0.05776479,$0.06,-,-,"approved / NEXO Interest Earned",2026-01-14 06:00:00
NXT2YFAZNfRr8u3vosJsl2jtM,Interest,NEXO,0.25153930,NEXO,0.25153930,$0.25,-,-,"approved / 0.246948 USDC",2026-01-14 06:00:00
NXT1K39dtJhQXLCCDffHdhR2C,Interest,NEXO,0.43956539,NEXO,0.43956539,$0.43,-,-,"approved / 0.431693 USDT",2026-01-14 06:00:00
NXT5nY5NrR3DsRNlVmk6ILUFH,Interest,NEXO,0.38421150,NEXO,0.38421150,$0.37,-,-,"approved / 0.368902 USDT",2026-01-13 06:00:00
NXT4HR48bQtubM7Xyo7TI9kuz,Interest,NEXO,0.77681075,NEXO,0.77681075,$0.74,-,-,"approved / 0.745112 USDC",2026-01-13 06:00:00
NXTiNRtEStc1TSQP45UTcSHv,Interest,NEXO,0.06981304,NEXO,0.06981304,$0.07,-,-,"approved / NEXO Interest Earned",2026-01-13 06:00:00
NXT3ndyrHK4KAAszUBIWv4kva,Transfer From Pro Wallet,USDT,190.99063500,USDT,190.99063592,$190.76,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-13 00:22:27
NXT2b0GDRENKmtSqjQJHqYiG3,Transfer To Pro Wallet,NEXO,-150.00000000,NEXO,150.00000000,$143.53,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-13 00:20:46
NXT3UN8p4Ivd3Ukoh0l5Xm9MO,Withdrawal,USDC,-3000.00000000,USDC,3000.00000000,$2999.44,-,-,"approved / USDC withdrawal",2026-01-13 00:06:33
NXT51IHejfXjYoErLsVsVgvHs,Transfer From Pro Wallet,USDC,1347.00000000,USDC,1347.00000000,$1346.71,-,-,"approved / USDC Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-13 00:01:57
NXT407zDbkRjYsx60CAssIuDk,Transfer To Pro Wallet,NEXO,-50.00000000,NEXO,50.00000000,$47.95,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-12 23:59:27
NXT1ZW009Y4r0HkIqN5lQn96Z,Transfer To Pro Wallet,USDT,-1350.00000000,USDT,1350.00000000,$1348.47,-,-,"approved / USDT Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-12 23:57:12
NXT6PgXuCbSiojhhFMj4Gpm1v,Interest,NEXO,0.84733112,NEXO,0.84733112,$0.81,-,-,"approved / 0.812737 USDT",2026-01-12 06:00:00
NXT4MKcuqrcdEoIREMkkQYOCD,Interest,NEXO,0.07372477,NEXO,0.07372477,$0.07,-,-,"approved / NEXO Interest Earned",2026-01-12 06:00:00
NXT36rZGDGt3f1rXTj7Vc9Cw1,Interest,NEXO,0.77779942,NEXO,0.77779942,$0.74,-,-,"approved / 0.745112 USDC",2026-01-12 06:00:00
NXT7NEamCNvDZY1EVLnMJODGU,Interest,NEXO,0.07358821,NEXO,0.07358821,$0.07,-,-,"approved / NEXO Interest Earned",2026-01-11 06:00:00
NXTts6sFKqnPsNRYeAa445WJ,Interest,NEXO,0.77174109,NEXO,0.77174109,$0.74,-,-,"approved / 0.745112 USDC",2026-01-11 06:00:00
NXTbsHfP789waIFXJJYj55Ec,Interest,NEXO,0.84085742,NEXO,0.84085742,$0.81,-,-,"approved / 0.812737 USDT",2026-01-11 06:00:00
NXT4uGZll7dhoQY8TaVM5iYaH,Interest,NEXO,0.07345156,NEXO,0.07345156,$0.07,-,-,"approved / NEXO Interest Earned",2026-01-10 06:00:00
NXT2MIgoIcjbsRE8eXJYSBTw9,Interest,NEXO,0.77224144,NEXO,0.77224144,$0.74,-,-,"approved / 0.745112 USDC",2026-01-10 06:00:00
NXTLDhOrvUn60QprPNXZKPbD,Interest,NEXO,0.84167058,NEXO,0.84167058,$0.81,-,-,"approved / 0.812737 USDT",2026-01-10 06:00:00
NXT53mp3bR2OINclfuErtBSsU,Interest,NEXO,0.84913658,NEXO,0.84913658,$0.81,-,-,"approved / 0.812737 USDT",2026-01-09 06:00:00
NXT4mBu9PpI4fLxr2Vzzj5jHB,Interest,NEXO,0.07331376,NEXO,0.07331376,$0.07,-,-,"approved / NEXO Interest Earned",2026-01-09 06:00:00
NXT2F1suKK4fze0eH2CZC3Dfr,Interest,NEXO,0.77906702,NEXO,0.77906702,$0.74,-,-,"approved / 0.745112 USDC",2026-01-09 06:00:00
NXT33KA77vMEfz1obbJuqNLTZ,Interest,NEXO,0.76787792,NEXO,0.76787792,$0.74,-,-,"approved / 0.745112 USDC",2026-01-08 06:00:00
NXT2rHgDtd3ZvOKnRt9jHX7kT,Interest,NEXO,0.83689948,NEXO,0.83689948,$0.81,-,-,"approved / 0.812737 USDT",2026-01-08 06:00:00
NXT1fxnR56IOWmAvaly30tDKI,Interest,NEXO,0.07317787,NEXO,0.07317787,$0.07,-,-,"approved / NEXO Interest Earned",2026-01-08 06:00:00
NXT3rMZ3pRtjB3HMpuQcPlMJC,Interest,NEXO,0.76283551,NEXO,0.76283551,$0.74,-,-,"approved / 0.745112 USDC",2026-01-07 06:00:00
NXT33ZHcPaG2eaWaEXMyL4f7g,Interest,NEXO,0.07304281,NEXO,0.07304281,$0.07,-,-,"approved / NEXO Interest Earned",2026-01-07 06:00:00
NXT21mNf8sIfhycHV4tgUJsJp,Interest,NEXO,0.83181956,NEXO,0.83181956,$0.81,-,-,"approved / 0.812737 USDT",2026-01-07 06:00:00
