Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT4xxfdQzlPa0Ql79lFc3ZLY,Interest,NEXO,0.72404459,NEXO,0.72404459,$0.72,-,-,"approved / 0.716999 USDT",2026-01-06 06:00:00
NXT3toStMZLGZgW8nGnZ50K0r,Interest,NEXO,0.63827745,NEXO,0.63827745,$0.63,-,-,"approved / 0.632098 USDC",2026-01-06 06:00:00
NXT1vAXsYzlOqEnP2VAP6zrtL,Interest,NEXO,0.07133898,NEXO,0.07133898,$0.07,-,-,"approved / NEXO Interest Earned",2026-01-06 06:00:00
NXTJRADUfuf1qIvmavvMLtHg,Transfer To Pro Wallet,BTC,-0.00000766,BTC,0.00000766,$0.71,-,-,"approved / BTC Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-05 11:23:44
NXT1ZJgJkeo2l4RiY8S3b0WK5,Transfer From Pro Wallet,USDT,291.20304800,USDT,291.20304800,$291.02,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-05 11:23:32
NXTdhp5u5xfcqEae1Bm444lm,Transfer From Pro Wallet,USDC,375.00000000,USDC,375.00000000,$374.89,-,-,"approved / USDC Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-05 11:23:25
NXT2zK8AedBp74PMLzokVwKVW,Transfer From Pro Wallet,NEXO,19.60481301,NEXO,19.60481301,$18.79,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-05 11:23:17
NXT2Yzzgi0fQye4AfCYmP3TZX,Transfer From Pro Wallet,BTC,0.00000767,BTC,0.00000767,$0.71,-,-,"approved / BTC Transfer from Nexo Pro Wallet to Savings Wallet",2026-01-05 11:23:09
NXT7SZ3D1u0B0WScam01aiPNX,Transfer To Pro Wallet,NEXO,-20.00000000,NEXO,20.00000000,$19.17,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-05 11:20:44
NXT37uyZLxFl2nkD3ZPWdfU80,Transfer To Pro Wallet,NEXO,-697.00000000,NEXO,697.00000000,$667.55,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-01-05 11:15:40
NXT12z0vA1Nv8nsr6IuvE89hM,Withdraw Exchanged,EUR,-3.17000000,EUR,3.17000000,$3.73,-,-,"approved / EUR withdrawal",2026-01-05 11:15:07
NXT4XAI9jLmxYOCvHog9PUbVe,Interest,NEXO,0.66694665,NEXO,0.66694665,$0.63,-,-,"approved / 0.632098 USDC",2026-01-05 06:00:00
NXT3HGXqbIhB8U8ssUjOGq7WT,Interest,NEXO,0.12928035,NEXO,0.12928035,$0.12,-,-,"approved / NEXO Interest Earned",2026-01-05 06:00:00
NXT34xpXUPjRWRSJtfFD46CsB,Interest,NEXO,0.75630145,NEXO,0.75630145,$0.72,-,-,"approved / 0.716999 USDT",2026-01-05 06:00:00
NXT5oji40ZK7OhkHnqMpj1IG3,Interest,NEXO,0.12915426,NEXO,0.12915426,$0.12,-,-,"approved / NEXO Interest Earned",2026-01-04 06:00:00
NXT1KOeuPIkV5jUyKvdDS3Jwq,Interest,NEXO,0.66910818,NEXO,0.66910818,$0.63,-,-,"approved / 0.632098 USDC",2026-01-04 06:00:00
NXT9YFTbCCMj3BLnSkjWhiJf,Interest,NEXO,0.75875258,NEXO,0.75875258,$0.72,-,-,"approved / 0.716999 USDT",2026-01-04 06:00:00
NXT60GIroqlsJEXAgQJ4PjXer,Interest,NEXO,0.12914380,NEXO,0.12914380,$0.12,-,-,"approved / NEXO Interest Earned",2026-01-03 06:00:00
NXT4gH5l03u19H6DSqyX8GDr4,Transfer In,USDT,1380.87461400,USDT,1380.87461400,$1380.11,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2026-01-02 19:39:43
NXT2tZhcKs0sG6qyz8eUoRrsh,Transfer In,USDC,1794.92289700,USDC,1794.92289700,$1794.55,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2026-01-02 18:35:48
NXTNgIA8ut3bLZTmGKFlEX8e,Assimilation,xUSD,0.12000000,-,0.00000000,$0.12,-,-,"approved / Assimilation",2026-01-02 18:34:22
NXT1jRaMBUwwNC3Hp1hliMuFB,Manual Repayment,xUSD,818.14000000,xUSD,0.00000000,$818.14,-,-,"approved / Crypto Repayment",2026-01-02 18:34:22
NXT2SjGwFWOgv9VAR7p0JZRKz,Exchange Liquidation,USDT,822.79095800,xUSD,818.14000000,$818.14,-,-,"approved / Crypto repayment / Exchange USDT to xUSD",2026-01-02 18:34:22
NXT46wS6FcUy5Z4N5jShpf1m8,Interest Additional,xUSD,-19.10000000,-,0.00000000,$19.10,-,-,"approved / Interest",2026-01-02 18:34:22
NXT47We4WEsa9IjcGWWqBvDSO,Manual Sell Order,USDT,-822.79095800,USDT,0.00000000,$818.14,-,-,"approved / Crypto Repayment",2026-01-02 18:34:22
NXT6CuXJtCgmKFSDHnu0J1oQJ,Top up Crypto,USDT,800.00000000,USDT,800.00000000,$799.16,-,-,"approved / Credit Granting Top Up",2026-01-02 14:25:14
NXT53F2K3aWZ7C2ZJmxvus0jz,Exchange Credit,xUSD,-799.16000000,USDT,800.00000000,$799.16,-,-,"approved / Exchange xUSD to USDT",2026-01-02 14:25:13
NXT52GZUq2aNKZTR7Pv89ftR7,Loan Withdrawal,xUSD,-799.16000000,xUSD,799.16000000,$799.16,-,-,"approved / USDT Loan Withdrawal",2026-01-02 14:25:13
NXT6QAQwrC9XXOwKdRX643Z6k,Transfer Out,USDC,-1794.92289700,USDC,1794.92289700,$1794.40,-,-,"approved / Auto Transfer from Savings Wallet to Credit Line Wallet",2026-01-02 14:25:13
NXT6TGUPTUZmYGTRwSeXqd0QH,Transfer Out,USDT,-2203.66557200,USDT,2203.66557200,$2201.37,-,-,"approved / Auto Transfer from Savings Wallet to Credit Line Wallet",2026-01-02 14:25:13
NXT7ddS0RwOWWuKavEzIaXTlL,Interest,NEXO,0.70165988,NEXO,0.70165988,$0.63,-,-,"approved / 0.633238 USDC",2026-01-02 06:00:00
NXT6h0zJFEyxHSkUKfUahPMZG,Interest,NEXO,0.12901158,NEXO,0.12901158,$0.12,-,-,"approved / NEXO Interest Earned",2026-01-02 06:00:00
NXTC5caAeHJ5VUa0xzr7xN8S,Interest,NEXO,0.80193140,NEXO,0.80193140,$0.72,-,-,"approved / 0.724492 USDT",2026-01-02 06:00:00
NXT4fzqJSTmdmVud3EvxfdMI1,Nexo Card Transaction Fee,USD,-0.07000000,EUR,0.06000000,$0.07,-,-,"approved / 2.0% Weekday FX Fee",2026-01-02 00:53:34
NXT4BLvoHIEfOW7LZVhgysGzl,Credit Card Fiatx Exchange To Withdraw,EURX,-3.17000000,EUR,3.17,$3.73,-,-,"approved / EUR",2026-01-02 00:53:34
NXT2uLRbbcOHsmfJcf9kcLXcP,Nexo Card Purchase,USD,-3.65000000,EUR,3.11000000,$3.66,-,-,"approved / MCDONALDS MOBILE ORDER | Tokyo | JPN",2026-01-02 00:53:34
NXT87w9n41H030D4zRMHyek5,Exchange,USDC,-3.78264400,EURX,3.17000000,$3.73,-,-,"approved / Nexo Card / Exchange USD Coin to EURX",2026-01-02 00:53:34
NXT5KMJRyjlxKkgytszgjXFcH,Interest,NEXO,0.81856368,NEXO,0.81856368,$0.72,-,-,"approved / 0.724492 USDT",2026-01-01 06:00:00
NXT5J4ppuGlpWANfO7DRMxJJh,Interest,NEXO,0.71635576,NEXO,0.71635576,$0.63,-,-,"approved / 0.633238 USDC",2026-01-01 06:00:00
NXT57o9oGYuP5cfwv8fN8jeOQ,Interest,NEXO,0.12887683,NEXO,0.12887683,$0.11,-,-,"approved / NEXO Interest Earned",2026-01-01 06:00:00
NXT5s1r80HhyLMy5AGQkZZQYG,Interest,NEXO,0.61173983,NEXO,0.61173983,$0.54,-,-,"approved / 0.544329 USDC",2025-12-31 06:00:00
NXT4bSGtCwEIElFk0Widy8jXZ,Interest,NEXO,0.70065803,NEXO,0.70065803,$0.62,-,-,"approved / 0.623979 USDT",2025-12-31 06:00:00
NXT3AbrphrZDEZUvkryIKEeio,Interest,NEXO,0.08323032,NEXO,0.08323032,$0.07,-,-,"approved / NEXO Interest Earned",2025-12-31 06:00:00
NXT6wbpZCdbuaPanBdsIG1TFn,Locking Term Deposit,USDC,-600.00000000,USDC,600.00000000,$599.80,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2025-12-30 09:23:04
NXT1ocu4YLqHar3DrgfpWHE90,Locking Term Deposit,USDT,-600.00000000,USDT,600.00000000,$599.21,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2025-12-30 09:22:17
NXT1Ujj3F5JkrIZ1lYR95Y5MZ,Transfer From Pro Wallet,USDT,305.72654000,USDT,305.72654000,$305.32,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2025-12-30 09:18:49
NXT3lZnpmRk6WQUncdvDx3JLt,Transfer From Pro Wallet,USDC,295.01525100,USDC,295.01525130,$294.92,-,-,"approved / USDC Transfer from Nexo Pro Wallet to Savings Wallet",2025-12-30 09:18:43
NXT3BFqOuUq4Pi1cXtqtRUkRm,Transfer From Pro Wallet,NEXO,299.65854058,NEXO,299.65854058,$267.59,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2025-12-30 09:18:35
NXT1l3mR1tWGeC1oiCtZlZ43d,Transfer To Pro Wallet,USDC,-600.00000000,USDC,600.00000000,$599.80,-,-,"approved / USDC Transfer from Savings Wallet to Nexo Pro Wallet",2025-12-30 09:15:18
NXT7Y6rJaOY9AS92aVMHo2XT0,Transfer To Pro Wallet,NEXO,-300.00000000,NEXO,300.00000000,$268.06,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2025-12-30 09:14:49
NXT7gJPPHT28xYeb7PRS2jsId,Withdrawal,BTC,-0.04993027,BTC,0.04993027,$4383.12,-,-,"approved / BTC withdrawal",2025-12-30 09:01:11
NXT5Cp00C3VNB20vL2Cs4lHch,Transfer From Pro Wallet,NEXO,562.57905819,NEXO,562.57905819,$504.16,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2025-12-30 08:58:23
NXTrWJUKVMaQN7XrZlBIx5S1,Transfer To Pro Wallet,USDT,-500.00000000,USDT,500.00000000,$499.35,-,-,"approved / USDT Transfer from Savings Wallet to Nexo Pro Wallet",2025-12-30 08:56:56
NXT7i3XIgWTgP9hDBwMmku5q9,Transfer From Pro Wallet,BTC,0.00037594,BTC,0.00037594,$33.00,-,-,"approved / BTC Transfer from Nexo Pro Wallet to Savings Wallet",2025-12-30 08:47:32
NXTE2NFZMjAnBCCamShdt2m7,Transfer From Pro Wallet,USDC,0.74731300,USDC,0.74731350,$0.75,-,-,"approved / USDC Transfer from Nexo Pro Wallet to Savings Wallet",2025-12-30 08:47:20
NXT1lqSpbiyaIuVlkwlH4vutI,Transfer From Pro Wallet,BTC,0.01879678,BTC,0.01879678,$1649.64,-,-,"approved / BTC Transfer from Nexo Pro Wallet to Savings Wallet",2025-12-30 08:46:48
NXT4u2gbRzAyHQh6L2OPOVF3u,Transfer From Pro Wallet,USDT,333.46656000,USDT,333.46656000,$333.05,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2025-12-30 08:46:36
NXT6sh1wjBJ7vFsvVC1Lu84hV,Transfer To Pro Wallet,NEXO,-1170.00000000,NEXO,1170.00000000,$1048.31,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2025-12-30 08:41:58
NXT2WCYFf7HQbUxIEmxZoiHmK,Transfer To Pro Wallet,USDC,-980.00000000,USDC,980.00000000,$979.75,-,-,"approved / USDC Transfer from Savings Wallet to Nexo Pro Wallet",2025-12-30 08:39:48
NXT51snecDXtxND6Y8V9E4l9w,Fixed Term Interest,NEXO,4.40545837,NEXO,4.40545837,$3.96,-,-,"approved / BTC Term Deposit Interest in NEXO",2025-12-30 06:00:00
NXT4i5Lds82fXe2t9JR28cNL3,Interest,NEXO,0.24987700,NEXO,0.24987700,$0.23,-,-,"approved / 0.225689 USDC",2025-12-30 06:00:00
NXT3MkNBtdBkUdG7ooi945UO0,Interest,NEXO,0.06978674,NEXO,0.06978674,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-30 06:00:00
NXT1Y2kF3iTje7ArUZvUk3HPY,Interest,NEXO,0.31942582,NEXO,0.31942582,$0.29,-,-,"approved / 0.00000331 BTC",2025-12-30 06:00:00
NXT13cum77YVd6symE0mwuH6C,Interest,NEXO,0.27314103,NEXO,0.27314103,$0.25,-,-,"approved / 0.246935 USDT",2025-12-30 06:00:00
NXT1blOzO47THsYBOlP5Inguo,Unlocking Term Deposit,BTC,0.00875113,BTC,0.00875113,$762.32,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2025-12-30 05:38:55
NXTotszxwiqAzFCyVSEMtlax,Transfer From Pro Wallet,USDT,1913.37687900,USDT,1913.37687960,$1910.90,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2025-12-30 03:13:00
NXT3DICdhchzo2RC0bmU94LpE,Transfer From Pro Wallet,USDC,3985.43882300,USDC,3985.43882300,$3984.25,-,-,"approved / USDC Transfer from Nexo Pro Wallet to Savings Wallet",2025-12-30 03:12:53
NXTmo4e69t3wkzhi9GPIxJ81,Transfer From Pro Wallet,NEXO,2192.39229599,NEXO,2192.39229599,$1965.79,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2025-12-30 03:12:45
NXT6By4mF9hO5z5frJXrW4OQc,Transfer To Pro Wallet,USDC,-3985.43882300,USDC,3985.43882300,$3984.22,-,-,"approved / USDC Transfer from Savings Wallet to Nexo Pro Wallet",2025-12-30 03:10:49
NXT52GxG0AyVcRMR0BnpvOHuS,Transfer To Pro Wallet,SOL,-25.36862615,SOL,25.36862615,$3116.51,-,-,"approved / SOL Transfer from Savings Wallet to Nexo Pro Wallet",2025-12-30 03:04:50
NXT1h2Rza0W4TidXWmTOYlIJl,Transfer To Pro Wallet,NEXO,-861.71150622,NEXO,861.71150622,$773.50,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2025-12-30 03:04:40
NXTqusIcUb6eS0sjSuVCy3oY,Top up Crypto,SOL,25.36862615,SOL,25.36862615,$3108.75,-,-,"approved / 5eVzWz55TR4HvtKHx7ac7uNuXbwQvBKgpp64E7EQhi1gXE4ibgEsUWHf6gh7fFKeYSnKjnUJ4XKjufCrGtppQoVK",2025-12-30 02:59:08
NXT59QI9QDvRLw1HuPyBHpGgz,Top up Crypto,USDC,3236.56067800,USDC,3236.56067800,$3235.70,-,-,"approved / 2Cf9kvGxUP8NCptu24cX9Q5btPbJnChdR8sEYyhgNiE2D7wqRB4dPdRmPNdgKoDKYNvYsa9H29mrf3hWVfkExB4o",2025-12-30 02:51:53
NXT4ySm4uOalm3oEvV7quFF5u,Interest,NEXO,0.32049892,NEXO,0.32049892,$0.29,-,-,"approved / 0.00000331 BTC",2025-12-29 06:00:00
NXT4Kfff8z5kLmCpHgAHsDvGF,Interest,NEXO,0.24867464,NEXO,0.24867464,$0.23,-,-,"approved / 0.225689 USDC",2025-12-29 06:00:00
NXT3Sko17WH0KfmNUPWAcI6Hx,Interest,NEXO,0.06971297,NEXO,0.06971297,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-29 06:00:00
NXTHU7o72VJG5j3tbkDlF0cm,Interest,NEXO,0.27193486,NEXO,0.27193486,$0.25,-,-,"approved / 0.246935 USDT",2025-12-29 06:00:00
NXT6SySzYCeW6fLF99I6yM5XT,Interest,NEXO,0.24640128,NEXO,0.24640128,$0.23,-,-,"approved / 0.225689 USDC",2025-12-28 06:00:00
NXT49bkeOG7r1Ek6RCQ8wMREg,Interest,NEXO,0.31742383,NEXO,0.31742383,$0.29,-,-,"approved / 0.00000331 BTC",2025-12-28 06:00:00
NXT3QjEnLzSq0pVUc3GsHz60B,Interest,NEXO,0.26946234,NEXO,0.26946234,$0.25,-,-,"approved / 0.246935 USDT",2025-12-28 06:00:00
NXT6Le0kw8Pn4yBK4Hi8eymb,Interest,NEXO,0.06963985,NEXO,0.06963985,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-28 06:00:00
NXT6dGulzn2HybDQQmCERE0ii,Interest,NEXO,0.06956678,NEXO,0.06956678,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-27 06:00:00
NXT5L1F8PIbraFCaPPGRwUIfb,Interest,NEXO,0.31604325,NEXO,0.31604325,$0.29,-,-,"approved / 0.00000331 BTC",2025-12-27 06:00:00
NXT4ohaMQGhW2dKY2TfZoNAeA,Interest,NEXO,0.26984111,NEXO,0.26984111,$0.25,-,-,"approved / 0.246935 USDT",2025-12-27 06:00:00
NXT2HMdtt9L3ClNYmjhJtdiNd,Interest,NEXO,0.24677232,NEXO,0.24677232,$0.23,-,-,"approved / 0.225689 USDC",2025-12-27 06:00:00
NXT64S5MAbjhxcgfMFeGOHxkF,Interest,NEXO,0.27281847,NEXO,0.27281847,$0.25,-,-,"approved / 0.246935 USDT",2025-12-26 06:00:00
NXT3usxYIMuuZ7HspZyfsfL0s,Interest,NEXO,0.24942666,NEXO,0.24942666,$0.23,-,-,"approved / 0.225689 USDC",2025-12-26 06:00:00
NXT2LasFuFKffJzQHJQjgDenn,Interest,NEXO,0.31913585,NEXO,0.31913585,$0.29,-,-,"approved / 0.00000331 BTC",2025-12-26 06:00:00
NXT1giUrPCNEwULLPMaddh1rT,Interest,NEXO,0.06949301,NEXO,0.06949301,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-26 06:00:00
NXT6MDNv1YkqSlU9MfQZmmjxH,Interest,NEXO,0.31919664,NEXO,0.31919664,$0.29,-,-,"approved / 0.00000331 BTC",2025-12-25 06:00:00
NXT5U6ETPWvyp1PbRSJ3DsDro,Interest,NEXO,0.06941943,NEXO,0.06941943,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-25 06:00:00
NXT3tmnEMJxD4ilPjpFHpxLdE,Interest,NEXO,0.27160052,NEXO,0.27160052,$0.25,-,-,"approved / 0.246935 USDT",2025-12-25 06:00:00
NXT2ZLTU208wi1cBoGVyftR0T,Interest,NEXO,0.24835648,NEXO,0.24835648,$0.23,-,-,"approved / 0.225689 USDC",2025-12-25 06:00:00
NXT6vm9YW6NmgermHdrdqQN1S,Interest,NEXO,0.26463079,NEXO,0.26463079,$0.25,-,-,"approved / 0.246935 USDT",2025-12-24 06:00:00
NXT6Ql5VtgCXk4Nupq6Z0FMsd,Interest,NEXO,0.06934765,NEXO,0.06934765,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-24 06:00:00
NXT33dbbKcLzV1LE6uaf59lYP,Interest,NEXO,0.31031638,NEXO,0.31031638,$0.29,-,-,"approved / 0.00000331 BTC",2025-12-24 06:00:00
NXTTYCrdESjG4e3i65NTYUkC,Interest,NEXO,0.24195896,NEXO,0.24195896,$0.23,-,-,"approved / 0.225689 USDC",2025-12-24 06:00:00
NXT798TY5OexpYFvKeScfzOtH,Interest,NEXO,0.31652031,NEXO,0.31652031,$0.29,-,-,"approved / 0.00000331 BTC",2025-12-23 06:00:00
NXT6DEuMY5lxrStNdzh3d8Eu6,Interest,NEXO,0.06927507,NEXO,0.06927507,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-23 06:00:00
NXT47zKwRa8S0Qb8a4DM3px6O,Interest,NEXO,0.24379864,NEXO,0.24379864,$0.23,-,-,"approved / 0.225689 USDC",2025-12-23 06:00:00
NXT1sCinWHFqD8xPWV2OuRgyO,Interest,NEXO,0.26664277,NEXO,0.26664277,$0.25,-,-,"approved / 0.246935 USDT",2025-12-23 06:00:00
NXT3GdtC5Ju4JFCnGZgioOW5J,Interest,NEXO,0.37194044,NEXO,0.37194044,$0.35,-,-,"approved / 0.345565 USDT",2025-12-22 06:00:00
NXT2kJThE6CV1BMBAgpAwcMoA,Interest,NEXO,0.34026619,NEXO,0.34026619,$0.32,-,-,"approved / 0.316100 USDC",2025-12-22 06:00:00
NXT1etrwPdu6f4c0IlILRXrgM,Interest,NEXO,0.22039174,NEXO,0.22039174,$0.20,-,-,"approved / 0.00000231 BTC",2025-12-22 06:00:00
NXTF0Uloal9r5IDVGoF5SL02,Interest,NEXO,0.06919394,NEXO,0.06919394,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-22 06:00:00
NXT6w7yjvxxp5F9lsrEqQ3gvq,Exchange Cashback,BTC,0.00001661,BTC,0.00001661,$1.47,-,-,"approved / 0.5 % on top of your Exchange transaction",2025-12-22 03:00:04
NXT5K6ARexKtSmTCLsqtMCjzF,Exchange Cashback,BTC,0.00001661,BTC,0.00001661,$1.47,-,-,"approved / 0.5 % on top of your Exchange transaction",2025-12-22 03:00:03
NXT5BcEB0e5qKZKiM76WRhAa7,Exchange,USDT,-300.00000000,BTC,0.00332111,$293.72,-,-,"approved / Recurring / Exchange Tether to Bitcoin",2025-12-22 03:00:01
NXT7QufqqSQg84dKAEu71n5Gj,Exchange,USDC,-300.00000000,BTC,0.00332154,$293.75,-,-,"approved / Recurring / Exchange USD Coin to Bitcoin",2025-12-22 03:00:01
NXT6ZIDpc5MAe4zk8tF7aERJR,Interest,NEXO,0.22015785,NEXO,0.22015785,$0.20,-,-,"approved / 0.00000231 BTC",2025-12-21 06:00:00
NXT1NGQjDxn7eVhjR6cMX783F,Interest,NEXO,0.37269211,NEXO,0.37269211,$0.35,-,-,"approved / 0.345565 USDT",2025-12-21 06:00:00
NXT1I7EAElVODFkfuj1QAtqRr,Interest,NEXO,0.34103356,NEXO,0.34103356,$0.32,-,-,"approved / 0.316100 USDC",2025-12-21 06:00:00
NXT30VXPzy5V5Fn0vqcMimPL,Interest,NEXO,0.06911271,NEXO,0.06911271,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-21 06:00:00
NXT41GogXxS8UbZoS2PYE1CqC,Interest,NEXO,0.34155958,NEXO,0.34155958,$0.32,-,-,"approved / 0.316100 USDC",2025-12-20 06:00:00
NXT3MsTtkq3NKuTrgO9X1PdNU,Interest,NEXO,0.21991878,NEXO,0.21991878,$0.20,-,-,"approved / 0.00000231 BTC",2025-12-20 06:00:00
NXT3AdZe3sLcvEVcJl9YD5VzG,Interest,NEXO,0.06903142,NEXO,0.06903142,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-20 06:00:00
NXT1K45Q2xpEdHaMXgTYFD607,Interest,NEXO,0.37323018,NEXO,0.37323018,$0.35,-,-,"approved / 0.345565 USDT",2025-12-20 06:00:00
NXT7MpFqoUj2BolA2Re8mptHD,Interest,NEXO,0.38328698,NEXO,0.38328698,$0.35,-,-,"approved / 0.345565 USDT",2025-12-19 06:00:00
NXT6Q21oAzTWDCJZ2MjR0zgtp,Interest,NEXO,0.21908437,NEXO,0.21908437,$0.20,-,-,"approved / 0.00000231 BTC",2025-12-19 06:00:00
NXT2Bd8fqS5M3hbFK63lK34Rd,Interest,NEXO,0.35074585,NEXO,0.35074585,$0.32,-,-,"approved / 0.316100 USDC",2025-12-19 06:00:00
NXT1rYrsWL4eXM6FzJ7pItqC1,Interest,NEXO,0.06894865,NEXO,0.06894865,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-19 06:00:00
NXT3xATjaQC8QxQsSgZz19lh0,Interest,NEXO,0.06886710,NEXO,0.06886710,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-18 06:00:00
NXT3tby0conM55iw8vtO92F3m,Interest,NEXO,0.37650164,NEXO,0.37650164,$0.35,-,-,"approved / 0.345565 USDT",2025-12-18 06:00:00
NXT1knBmcbEERIghFp0IphJ0R,Interest,NEXO,0.34450213,NEXO,0.34450213,$0.32,-,-,"approved / 0.316100 USDC",2025-12-18 06:00:00
NXTwj0EaYOVu5TP6S1gbVajW,Interest,NEXO,0.21706620,NEXO,0.21706620,$0.20,-,-,"approved / 0.00000231 BTC",2025-12-18 06:00:00
NXT5h6F3sV5lIvXUpddhyDmvN,Interest,NEXO,0.37678367,NEXO,0.37678367,$0.35,-,-,"approved / 0.345565 USDT",2025-12-17 06:00:00
NXT3uLzIciy1sSXSZ5zCYs3eU,Interest,NEXO,0.22129301,NEXO,0.22129301,$0.20,-,-,"approved / 0.00000231 BTC",2025-12-17 06:00:00
NXT2kcUWXfzQloggKtYRNDQ5c,Interest,NEXO,0.06878518,NEXO,0.06878518,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-17 06:00:00
NXT2je1CSlMoeJQ3va6VoMvxK,Interest,NEXO,0.34469108,NEXO,0.34469108,$0.32,-,-,"approved / 0.316100 USDC",2025-12-17 06:00:00
NXT7Kgw9XGld7bAEdhv1kmglv,Interest,NEXO,0.37593832,NEXO,0.37593832,$0.35,-,-,"approved / 0.345565 USDT",2025-12-16 06:00:00
NXT5Z1fyRAfCg5fBZRGvV2RFv,Interest,NEXO,0.34390070,NEXO,0.34390070,$0.32,-,-,"approved / 0.316100 USDC",2025-12-16 06:00:00
NXTNrrq7mUdTd2Rx2NNip6SX,Interest,NEXO,0.06870373,NEXO,0.06870373,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-16 06:00:00
NXTMwYh6fHFLPLmOSk00dPEe,Interest,NEXO,0.21722066,NEXO,0.21722066,$0.20,-,-,"approved / 0.00000231 BTC",2025-12-16 06:00:00
NXT5ETQslCHMdHM2rEf9OHwgO,Interest,NEXO,0.12298329,NEXO,0.12298329,$0.12,-,-,"approved / 0.00000131 BTC",2025-12-15 06:00:00
NXT2kiaKuIHYsGyBImWJGmNFD,Interest,NEXO,0.06861486,NEXO,0.06861486,$0.06,-,-,"approved / NEXO Interest Earned",2025-12-15 06:00:00
NXT1m00YSqSNuOmazptxtB3os,Interest,NEXO,0.47296464,NEXO,0.47296464,$0.44,-,-,"approved / 0.444195 USDT",2025-12-15 06:00:00
NXT16ky6gfNmDYTgswW1B9akD,Interest,NEXO,0.43277498,NEXO,0.43277498,$0.41,-,-,"approved / 0.406511 USDC",2025-12-15 06:00:00
NXT3A2zbK5zaZLAZFuFQRJdJd,Exchange Cashback,BTC,0.00001648,BTC,0.00001648,$1.47,-,-,"approved / 0.5 % on top of your Exchange transaction",2025-12-15 03:00:02
NXT1VT4ecy9hF0J5rf90jhN4g,Exchange Cashback,BTC,0.00001648,BTC,0.00001648,$1.47,-,-,"approved / 0.5 % on top of your Exchange transaction",2025-12-15 03:00:02
NXT43AFU50JSVD9rsk2Uv1lgG,Exchange,USDC,-300.00000000,BTC,0.00329560,$294.40,-,-,"approved / Recurring / Exchange USD Coin to Bitcoin",2025-12-15 03:00:01
NXT6Ua7XynzGF3xAFwdWtqkZk,Exchange,USDT,-300.00000000,BTC,0.00329608,$294.44,-,-,"approved / Recurring / Exchange Tether to Bitcoin",2025-12-15 03:00:00
NXT3mwXZdWst6HBuHHqMHQylp,Interest,NEXO,0.06852877,NEXO,0.06852877,$0.07,-,-,"approved / NEXO Interest Earned",2025-12-14 06:00:00
NXT342CeHGZIgJP6FfUdx5UxU,Interest,NEXO,0.41715725,NEXO,0.41715725,$0.41,-,-,"approved / 0.406511 USDC",2025-12-14 06:00:00
NXT1nEoj5sh5AWHlgehTQiudK,Interest,NEXO,0.12135621,NEXO,0.12135621,$0.12,-,-,"approved / 0.00000131 BTC",2025-12-14 06:00:00
NXT17LNUt3ldIPuHjnqRuoiNF,Interest,NEXO,0.45598774,NEXO,0.45598774,$0.44,-,-,"approved / 0.444195 USDT",2025-12-14 06:00:00
NXT6PZmOuv4yQUEWStglJoLeO,Interest,NEXO,0.41641938,NEXO,0.41641938,$0.41,-,-,"approved / 0.406511 USDC",2025-12-13 06:00:00
